Name,Name(Ukranian),Oblast,Population,Population(2001),Population_Change,Country,Full_address,Geocoded_adress,Point,Latitude,Longitude,Altitude
Zolotonosha,Золотоноша,Cherkasy,27458,28793,−4.64%,ukraine,"Золотоноша,ukraine","Золотоноша, Золотоніська міська громада, Золотоніський район, Черкаська область, 19700-19705, Україна","(49.6689719, 32.0427439, 0.0)",49.6689719,32.0427439,0.0
Kirovske[a],Хрестівка (Khrestivka),Donetsk,27441,30910,−11.22%,ukraine,"Хрестівка (Khrestivka),ukraine","Кіровське, Кіровська міська рада, Донецька область, 86300-86390, Україна","(48.1456309, 38.3545249, 0.0)",48.1456309,38.3545249,0.0
Ternivka,Тернівка,Dnipropetrovsk,27305,29226,−6.57%,ukraine,"Тернівка,ukraine","Тернівка, Тернівська міська громада, Павлоградський район, Дніпропетровська область, 51500-51509, Україна","(48.5222847, 36.0713939, 0.0)",48.5222847,36.0713939,0.0
Kupiansk,Куп'янськ,Kharkiv,27169,32449,−16.27%,ukraine,"Куп'янськ,ukraine","Куп’янськ, Куп'янська міська громада, Куп’янський район, Харківська область, Україна","(49.7132963, 37.6141992, 0.0)",49.7132963,37.6141992,0.0
Khmilnyk,Хмільник,Vinnytsia,27158,27898,−2.65%,ukraine,"Хмільник,ukraine","Хмільник, Хмільницька міська громада, Хмільницький район, Вінницька область, 22000, Україна","(49.556175, 27.9491205, 0.0)",49.556175,27.9491205,0.0
Balakliia,Балаклія,Kharkiv,26921,32408,−16.93%,ukraine,"Балаклія,ukraine","Балаклія, Балаклійська міська громада, Ізюмський район, Харківська область, Україна","(49.4628203, 36.8786912, 0.0)",49.4628203,36.8786912,0.0
Kirovsk[c],Голубівка (Holubivka),Luhansk,26838,35199,−23.75%,ukraine,"Голубівка (Holubivka),ukraine","Кіровська міська рада, Донецький, Тавричанське, Луганська область, Україна","(48.6330064, 38.64075242340907, 0.0)",48.6330064,38.64075242340907,0.0
Pereiaslav,Переяслав,Kyiv,26576,31634,−15.99%,ukraine,"Переяслав,ukraine","Переяслав, Переяславська міська громада, Бориспільський район, Київська область, Україна","(50.0643984, 31.4447327, 0.0)",50.0643984,31.4447327,0.0
Bakhchysarai[b],Бахчисарай,Crimea,26090,27549,−5.30%,ukraine,"Бахчисарай,ukraine","Бахчисарай, Бахчисарайский район, Автономна Республіка Крим, 98400-98408, Україна","(44.7522963, 33.8534782, 0.0)",44.7522963,33.8534782,0.0
Haisyn,Гайсин,Vinnytsia,25883,25640,+0.95%,ukraine,"Гайсин,ukraine","Гайсин, Гайсинська міська громада, Гайсинський район, Вінницька область, 23700-23705, Україна","(48.8120874, 29.3893874, 0.0)",48.8120874,29.3893874,0.0
Malyn,Малин,Zhytomyr,25587,28113,−8.99%,ukraine,"Малин,ukraine","Малин, Малинська міська громада, Коростенський район, Житомирська область, Україна","(50.7680258, 29.2647319, 0.0)",50.7680258,29.2647319,0.0
Vynohradiv,Виноградів,Zakarpattia,25442,25760,−1.23%,ukraine,"Виноградів,ukraine","Виноградів, Виноградівська міська громада, Берегівський район, Закарпатська область, 90300, Україна","(48.1403967, 23.036008, 0.0)",48.1403967,23.036008,0.0
Perevalsk[c],Перевальськ,Luhansk,24919,29665,−16.00%,ukraine,"Перевальськ,ukraine","Перевальськ, Перевальський район, Луганська область, 94308, Україна","(48.44009, 38.79959, 0.0)",48.44009,38.79959,0.0
Slavutych,Славутич,Kyiv,24685,24402,+1.16%,ukraine,"Славутич,ukraine","Славутич, Славутицька міська громада, Вишгородський район, Київська область, 07101, Україна","(51.5201397, 30.7562301, 0.0)",51.5201397,30.7562301,0.0
Krasnoperekopsk[b],Красноперекопськ,Crimea,24660,31023,−20.51%,ukraine,"Красноперекопськ,ukraine","Красноперекопск, Красноперекопский городской совет, Автономна Республіка Крим, 96000-96005, Україна","(45.9570132, 33.81688054853405, 0.0)",45.9570132,33.81688054853405,0.0
Zdolbuniv,Здолбунів,Rivne,24642,24612,+0.12%,ukraine,"Здолбунів,ukraine","Здолбунів, Здолбунівська міська громада, Рівненський район, Рівненська область, Україна","(50.53309135, 26.248762195978088, 0.0)",50.53309135,26.248762195978088,0.0
Korostyshiv,Коростишів,Zhytomyr,24490,26068,−6.05%,ukraine,"Коростишів,ukraine","Коростишів, Коростишівська міська громада, Житомирський район, Житомирська область, Україна","(50.3201518, 29.0584885, 0.0)",50.3201518,29.0584885,0.0
Oleshky,Олешки,Kherson,24383,24123,+1.08%,ukraine,"Олешки,ukraine","Олешки, Олешківська міська громада, Херсонський район, Херсонська область, 75100-75108, Україна","(46.6249473, 32.7251086, 0.0)",46.6249473,32.7251086,0.0
Debaltseve[a],Дебальцеве,Donetsk,24316,30246,−19.61%,ukraine,"Дебальцеве,ukraine","Дебальцеве, Дебальцівська міська рада, Донецька область, 84700-84790, Україна","(48.3331084, 38.4047549, 0.0)",48.3331084,38.4047549,0.0
Saky[b],Саки,Crimea,24282,29416,−17.45%,ukraine,"Саки,ukraine","Саки, Сакский городской совет, Автономна Республіка Крим, 96500-96509, Україна","(45.1319466, 33.6001281, 0.0)",45.1319466,33.6001281,0.0
Lebedyn,Лебедин,Sumy,24238,28948,−16.27%,ukraine,"Лебедин,ukraine","Лебедин, Лебединська міська громада, Сумський район, Сумська область, 42200-42214, Україна","(50.5814148, 34.4761301, 0.0)",50.5814148,34.4761301,0.0
Zolochiv,Золочів,Lviv,23986,23481,+2.15%,ukraine,"Золочів,ukraine","Золочів, Золочівська селищна громада, Богодухівський район, Харківська область, 62203-62209, Україна","(50.2790531, 35.9824347, 0.0)",50.2790531,35.9824347,0.0
Kaniv,Канів,Cherkasy,23503,26657,−11.83%,ukraine,"Канів,ukraine","Канів, Канівська міська громада, Черкаський район, Черкаська область, 19000-19009, Україна","(49.7551031, 31.4610802, 0.0)",49.7551031,31.4610802,0.0
Berehove,Берегове,Zakarpattia,23485,26735,−12.16%,ukraine,"Берегове,ukraine","Берегове, Берегівська міська громада, Берегівський район, Закарпатська область, Україна","(48.2050985, 22.6453246, 0.0)",48.2050985,22.6453246,0.0
Brody,Броди,Lviv,23335,23239,+0.41%,ukraine,"Броди,ukraine","Броди, Бродівська міська громада, Золочівський район, Львівська область, 80600-80603, Україна","(50.0833041, 25.1437921, 0.0)",50.0833041,25.1437921,0.0
Hadiach,Гадяч,Poltava,23172,22698,+2.09%,ukraine,"Гадяч,ukraine","Гадяч, Гадяцька міська громада, Миргородський район, Полтавська область, 37300-37305, Україна","(50.3701299, 33.9950534, 0.0)",50.3701299,33.9950534,0.0
Dokuchaievsk[a],Докучаєвськ,Donetsk,22907,24383,−6.05%,ukraine,"Докучаєвськ,ukraine","Докучаєвськ, Докучаєвська міська рада, 85740-85746, Україна","(47.7499257, 37.6715943, 0.0)",47.7499257,37.6715943,0.0
Koziatyn,Козятин,Vinnytsia,22634,26635,−15.02%,ukraine,"Козятин,ukraine","Козятин, Козятинська міська громада, Хмільницький район, Вінницька область, 22100-22108, Україна","(49.7195867, 28.8354279, 0.0)",49.7195867,28.8354279,0.0
Ladyzhyn,Ладижин,Vinnytsia,22593,22219,+1.68%,ukraine,"Ладижин,ukraine","Ладижин, Ладижинська міська громада, Гайсинський район, Вінницька область, 24320-24323, Україна","(48.6810505, 29.2567642, 0.0)",48.6810505,29.2567642,0.0
Nadvirna,Надвірна,Ivano-Frankivsk,22545,20932,+7.71%,ukraine,"Надвірна,ukraine","Надвірна, Надвірнянська міська громада, Надвірнянський район, Івано-Франківська область, Україна","(48.6335887, 24.5684038, 0.0)",48.6335887,24.5684038,0.0
Molodohvardiisk[c],Молодогвардійськ,Luhansk,22514,25528,−11.81%,ukraine,"Молодогвардійськ,ukraine","Молодогвардійськ, Луганська область, 94415, Україна","(48.3459067, 39.6524188, 0.0)",48.3459067,39.6524188,0.0
Vilnohirsk,Вільногірськ,Dnipropetrovsk,22458,23782,−5.57%,ukraine,"Вільногірськ,ukraine","Вільногірськ, Вільногірська міська громада, Кам'янський район, Дніпропетровська область, 51700-51799, Україна","(48.49365, 34.02328, 0.0)",48.49365,34.02328,0.0
Krolevets,Кролевець,Sumy,22437,25183,−10.90%,ukraine,"Кролевець,ukraine","Кролевець, Кролевецька міська громада, Конотопський район, Сумська область, 41300-41305, Україна","(51.5548654, 33.3875984, 0.0)",51.5548654,33.3875984,0.0
Selydove,Селидове,Donetsk,21916,26793,−18.20%,ukraine,"Селидове,ukraine","Селидове, Селидівська міська громада, Покровський район, 85400-85480, Україна","(48.15015, 37.3018921, 0.0)",48.15015,37.3018921,0.0
Znamianka,Знам'янка,Kirovohrad,21749,29412,−26.05%,ukraine,"Знам'янка,ukraine","Знам’янка, Знам'янська міська громада, Кропивницький район, Кіровоградська область, 27403, Україна","(48.7199609, 32.6659476, 0.0)",48.7199609,32.6659476,0.0
Volnovakha[a],Волноваха,Donetsk,21441,24647,−13.01%,ukraine,"Волноваха,ukraine","Волноваха, Волноваська міська громада, Волноваський район, Донецька область, 85700-85706, Україна","(47.5984285, 37.4998511, 0.0)",47.5984285,37.4998511,0.0
Merefa,Мерефа,Kharkiv,21421,25018,−14.38%,ukraine,"Мерефа,ukraine","Мерефа, Мереф'янська міська громада, Харківський район, Харківська область, 62472, Україна","(49.8183386, 36.0628675, 0.0)",49.8183386,36.0628675,0.0
Armiansk[b],Армянськ,Crimea,21239,23869,−11.02%,ukraine,"Армянськ,ukraine","Армянск, Армянский городской совет, Автономна Республіка Крим, Україна","(46.113261, 33.6904091, 0.0)",46.113261,33.6904091,0.0
Kremenets,Кременець,Ternopil,20674,22051,−6.24%,ukraine,"Кременець,ukraine","Кременець, Кременецька міська громада, Кременецький район, Тернопільська область, 47000-47009, Україна","(50.0960966, 25.7260783, 0.0)",50.0960966,25.7260783,0.0
Sokal,Сокаль,Lviv,20659,21693,−4.77%,ukraine,"Сокаль,ukraine","Сокаль, Сокальська міська громада, Червоноградський район, Львівська область, 80005, Україна","(50.4791313, 24.2770538, 0.0)",50.4791313,24.2770538,0.0
Dolyna,Долина,Ivano-Frankivsk,20641,20906,−1.27%,ukraine,"Долина,ukraine","Долина, Долинська міська громада, Калуський район, Івано-Франківська область, 77500, Україна","(48.9782308, 23.9789588, 0.0)",48.9782308,23.9789588,0.0
Sukhodilsk[c],Суходільськ,Luhansk,20474,23642,−13.40%,ukraine,"Суходільськ,ukraine","Суходільськ, Луганська область, 94420, Україна","(48.35323, 39.72484, 0.0)",48.35323,39.72484,0.0
Polonne,Полонне,Khmelnytskyi,20471,23211,−11.80%,ukraine,"Полонне,ukraine","Полонне, Полонська міська громада, Шепетівський район, Хмельницька область, 30500-30509, Україна","(50.1194505, 27.5085733, 0.0)",50.1194505,27.5085733,0.0
Lyman,Лиман,Donetsk,20469,28172,−27.34%,ukraine,"Лиман,ukraine","Лиман, Лиманська міська громада, Краматорський район, Донецька область, 84400-84409, Україна","(48.9801314, 37.8168012, 0.0)",48.9801314,37.8168012,0.0
Stebnyk,Стебник,Lviv,20398,20863,−2.23%,ukraine,"Стебник,ukraine","Стебник, Стебницький старостинський округ, Дрогобицька міська громада, Дрогобицький район, Львівська область, Україна","(49.29871335, 23.55612692138341, 0.0)",49.29871335,23.55612692138341,0.0
Liubotyn,Люботин,Kharkiv,20376,24173,−15.71%,ukraine,"Люботин,ukraine","Люботин, Люботинська міська громада, Харківський район, Харківська область, Україна","(49.9435604, 35.9185185, 0.0)",49.9435604,35.9185185,0.0
Krasnohrad,Красноград,Kharkiv,20013,22670,−11.72%,ukraine,"Красноград,ukraine","Красноград, Красноградська міська громада, Красноградський район, Харківська область, Україна","(49.3741326, 35.4494234, 0.0)",49.3741326,35.4494234,0.0
Trostianets,Тростянець,Sumy,19797,23308,−15.06%,ukraine,"Тростянець,ukraine","Тростянець, Тростянецька міська громада, Охтирський район, Сумська область, 42600-42615, Україна","(50.48046, 34.96467, 0.0)",50.48046,34.96467,0.0
Popasna[c],Попасна,Luhansk,19672,25951,−24.20%,ukraine,"Попасна,ukraine","Попасна, Попаснянська міська громада, Сєвєродонецький район, Луганська область, Україна","(48.62995, 38.36632, 0.0)",48.62995,38.36632,0.0
Yahotyn,Яготин,Kyiv,19270,23659,−18.55%,ukraine,"Яготин,ukraine","Яготин, Яготинська міська громада, Бориспільський район, Київська область, 07700-07705, Україна","(50.2758913, 31.7634861, 0.0)",50.2758913,31.7634861,0.0
Henichesk,Генічеськ,Kherson,19253,21793,−11.66%,ukraine,"Генічеськ,ukraine","Генічеськ, Генічеська міська громада, Генічеський район, Херсонська область, 75500-75509, Україна","(46.1738032, 34.8068643, 0.0)",46.1738032,34.8068643,0.0
Kiliia,Кілія,Odessa,19116,22594,−15.39%,ukraine,"Кілія,ukraine","Кілія, Кілійська міська громада, Ізмаїльський район, Одеська область, 68300-68303, Україна","(45.4409767, 29.2652788, 0.0)",45.4409767,29.2652788,0.0
Kalynivka,Калинівка,Vinnytsia,18695,20061,−6.81%,ukraine,"Калинівка,ukraine","Калинівка, Калинівська міська громада, Хмільницький район, Вінницька область, 22400-22406, Україна","(49.4583688, 28.5262638, 0.0)",49.4583688,28.5262638,0.0
Krasyliv,Красилів,Khmelnytskyi,18583,20580,−9.70%,ukraine,"Красилів,ukraine","Красилів, Красилівська міська громада, Хмельницький район, Хмельницька область, 31000-31010, Україна","(49.6544431, 26.9709084, 0.0)",49.6544431,26.9709084,0.0
Kurakhove,Курахове,Donetsk,18506,21479,−13.84%,ukraine,"Курахове,ukraine","Курахове, Курахівська міська громада, Покровський район, 85612-85614, Україна","(47.9835214, 37.2826414, 0.0)",47.9835214,37.2826414,0.0
Volochysk,Волочиськ,Khmelnytskyi,18474,20958,−11.85%,ukraine,"Волочиськ,ukraine","Волочиськ, Волочиська міська громада, Хмельницький район, Хмельницька область, 31200-31208, Україна","(49.5358446, 26.2126215, 0.0)",49.5358446,26.2126215,0.0
Piatykhatky,П'ятихатки,Dnipropetrovsk,18457,20563,−10.24%,ukraine,"П'ятихатки,ukraine","П’ятихатки, П'ятихатська міська громада, Кам'янський район, Дніпропетровська область, 52100-52109, Україна","(48.4124318, 33.7016613, 0.0)",48.4124318,33.7016613,0.0
Kreminna[c],Кремінна,Luhansk,18417,24447,−24.67%,ukraine,"Кремінна,ukraine","Кремінна, Кремінська міська громада, Сєвєродонецький район, Луганська область, 92900-92905, Україна","(49.0463189, 38.2178525, 0.0)",49.0463189,38.2178525,0.0
Polohy,Пологи,Zaporizhzhia,18396,22206,−17.16%,ukraine,"Пологи,ukraine","Пологи, Пологівська міська громада, Пологівський район, Запорізька область, 70600-70614, Україна","(47.4776419, 36.2622651, 0.0)",47.4776419,36.2622651,0.0
Balta,Балта,Odessa,18079,19962,−9.43%,ukraine,"Балта,ukraine","Балта, Балтська міська громада, Подільський район, Одеська область, 66100-66105, Україна","(47.9363162, 29.6225979, 0.0)",47.9363162,29.6225979,0.0
Amvrosiivka[a],Амвросіївка,Donetsk,18047,22130,−18.45%,ukraine,"Амвросіївка,ukraine","Амвросіївка, Амвросіївська міська рада, Амвросіївський район, Донецька область, 87300-87304, Україна","(47.7952806, 38.4798317, 0.0)",47.7952806,38.4798317,0.0
Dniprorudne,Дніпрорудне,Zaporizhzhia,18036,21054,−14.33%,ukraine,"Дніпрорудне,ukraine","Дніпрорудне, Дніпрорудненська міська громада, Василівський район, Запорізька область, 71630-71634, Україна","(47.3899205, 35.0028481, 0.0)",47.3899205,35.0028481,0.0
Reni,Рені,Odessa,18011,20481,−12.06%,ukraine,"Рені,ukraine","Рені, Ренійська міська громада, Ізмаїльський район, Одеська область, 68800-68809, Україна","(45.455413, 28.2790948, 0.0)",45.455413,28.2790948,0.0
Vovchansk,Вовчанськ,Kharkiv,17747,20695,−14.24%,ukraine,"Вовчанськ,ukraine","Вовчанськ, Вовчанська міська громада, Чугуївський район, Харківська область, 62500-62503, Україна","(50.2928843, 36.9370028, 0.0)",50.2928843,36.9370028,0.0
Derhachi,Дергачі,Kharkiv,17433,20258,−13.95%,ukraine,"Дергачі,ukraine","Дергачі, Дергачівська міська громада, Харківський район, Харківська область, 62309, Україна","(50.107307, 36.1205965, 0.0)",50.107307,36.1205965,0.0
Bakhmach,Бахмач,Chernihiv,17192,23417,−26.58%,ukraine,"Бахмач,ukraine","Бахмач, Бахмацька міська громада, Ніжинський район, Чернігівська область, 16500-16505, Україна","(51.1801374, 32.8165107, 0.0)",51.1801374,32.8165107,0.0
Starobilsk,Старобільськ,Luhansk,16267,22371,−27.29%,ukraine,"Старобільськ,ukraine","Старобільськ, Старобільська міська громада, Старобільський район, Луганська область, 92700, Україна","(49.2829156, 38.9216444, 0.0)",49.2829156,38.9216444,0.0
Vatutine,Ватутіне,Cherkasy,16096,20156,−20.14%,ukraine,"Ватутіне,ukraine","Ватутіне, Ватутінська міська громада, Звенигородський район, Черкаська область, 20250, Україна","(49.0113418, 31.042974623545412, 0.0)",49.0113418,31.042974623545412,0.0
Zvenyhorodka,Звенигородка,Cherkasy,16490,19901,−17.14%,ukraine,"Звенигородка,ukraine","Звенигородка, Звенигородська міська громада, Звенигородський район, Черкаська область, 20200-20207, Україна","(49.0725767, 30.969734016356565, 0.0)",49.0725767,30.969734016356565,0.0
Zuhres[a],Зугрес,Donetsk,17924,19859,−9.74%,ukraine,"Зугрес,ukraine","Зугрес, Харцизька міська рада, 86783-86789, Україна","(48.0181156, 38.2699093, 0.0)",48.0181156,38.2699093,0.0
Skadovsk,Скадовськ,Kherson,17344,19641,−11.69%,ukraine,"Скадовськ,ukraine","Скадовськ, Скадовська міська громада, Скадовський район, Херсонська область, 75700, Україна","(46.1203932, 32.910339, 0.0)",46.1203932,32.910339,0.0
Svatove,Сватове,Luhansk,16420,19495,−15.77%,ukraine,"Сватове,ukraine","Сватове, Сватівська міська громада, Сватівський район, Луганська область, 92600-92605, Україна","(49.4150599, 38.1551287, 0.0)",49.4150599,38.1551287,0.0
Shpola,Шпола,Cherkasy,16573,19427,−14.69%,ukraine,"Шпола,ukraine","Шпола, Шполянська міська громада, Звенигородський район, Черкаська область, 20600-20609, Україна","(49.0132605, 31.393139, 0.0)",49.0132605,31.393139,0.0
Novoukrainka,Новоукраїнка,Kirovohrad,16338,19353,−15.58%,ukraine,"Новоукраїнка,ukraine","Новоукраїнка, Новоукраїнська міська громада, Новоукраїнський район, Кіровоградська область, 27100-27108, Україна","(48.31470075, 31.531643605039136, 0.0)",48.31470075,31.531643605039136,0.0
Korsun-Shevchenkivskyi,Корсунь-Шевченківський,Cherkasy,17474,19311,−9.51%,ukraine,"Корсунь-Шевченківський,ukraine","Корсунь-Шевченківський, Корсунь-Шевченківська міська громада, Черкаський район, Черкаська область, 19400-19408, Україна","(49.418037, 31.2556741, 0.0)",49.418037,31.2556741,0.0
Lutuhyne[c],Лутугине,Luhansk,17134,18833,−9.02%,ukraine,"Лутугине,ukraine","Лутугине, Лутугинський район, Луганська область, 92000, Україна","(48.4008342, 39.1981259, 0.0)",48.4008342,39.1981259,0.0
Bilohirsk[b],Білогірськ,Crimea,—,18790,—,ukraine,"Білогірськ,ukraine","Белогорск, городское поселение Белогорск, Белогорский район, Республика Крым, 97600-97609, Україна","(45.0584385, 34.594959, 0.0)",45.0584385,34.594959,0.0
Dolynska,Долинська,Kirovohrad,18460,18768,−1.64%,ukraine,"Долинська,ukraine","Долинська, Долинська міська громада, Кропивницький район, Кіровоградська область, 28500, Україна","(48.1164313, 32.7638204, 0.0)",48.1164313,32.7638204,0.0
Iziaslav,Ізяслав,Khmelnytskyi,16162,18444,−12.37%,ukraine,"Ізяслав,ukraine","Ізяслав, Ізяславська міська громада, Шепетівський район, Хмельницька область, 30300-30309, Україна","(50.1194691, 26.8207625, 0.0)",50.1194691,26.8207625,0.0
Bilopillia,Білопілля,Sumy,15850,18384,−13.78%,ukraine,"Білопілля,ukraine","Білопілля, Білопільська міська громада, Сумський район, Сумська область, 41800-41810, Україна","(51.1460449, 34.3121992, 0.0)",51.1460449,34.3121992,0.0
Bohodukhiv,Богодухів,Kharkiv,14882,18224,−18.34%,ukraine,"Богодухів,ukraine","Богодухів, Богодухівська міська громада, Богодухівський район, Харківська область, Україна","(50.1601711, 35.5220539, 0.0)",50.1601711,35.5220539,0.0
Skvyra,Сквира,Kyiv,15406,18126,−15.01%,ukraine,"Сквира,ukraine","Сквира, Сквирська міська громада, Білоцерківський район, Київська область, 09000-09003, Україна","(49.7337685, 29.6624138, 0.0)",49.7337685,29.6624138,0.0
Karlivka,Карлівка,Poltava,14172,17995,−21.24%,ukraine,"Карлівка,ukraine","Карлівка, Карлівська міська громада, Полтавський район, Полтавська область, 39500-39507, Україна","(49.4537175, 35.1374845, 0.0)",49.4537175,35.1374845,0.0
Orikhiv,Оріхів,Zaporizhzhia,14136,17955,−21.27%,ukraine,"Оріхів,ukraine","Оріхів, Оріхівська міська громада, Пологівський район, Запорізька область, 70500-70504, Україна","(47.5691902, 35.7789871, 0.0)",47.5691902,35.7789871,0.0
Bilozerske,Білозерське,Donetsk,14940,17868,−16.39%,ukraine,"Білозерське,ukraine","Білозерське, Білозерська міська громада, Покровський район, Донецька область, 85012-85016, Україна","(48.53313, 37.05791, 0.0)",48.53313,37.05791,0.0
Zolote,Золоте,Luhansk,13203,17836,−25.98%,ukraine,"Золоте,ukraine","Золоте, Гірська міська громада, Сєвєродонецький район, Луганська область, 93294, Україна","(48.6901104, 38.5121584, 0.0)",48.6901104,38.5121584,0.0
Yunokomunarivsk[a],Бунге (Bunhe),Donetsk,13544,17813,−23.97%,ukraine,"Бунге (Bunhe),ukraine","Юнокомунарівськ, Єнакієвська міська рада, Донецька область, 86493-86497, Україна","(48.2213624, 38.2875306, 0.0)",48.2213624,38.2875306,0.0
Pidhorodne,Підгородне,Dnipropetrovsk,19336,17763,+8.86%,ukraine,"Підгородне,ukraine","Підгородне, Підгородненська міська громада, Дніпровський район, Дніпропетровська область, 52001-52004, Україна","(48.5681471, 35.1013002, 0.0)",48.5681471,35.1013002,0.0
Rozdilna,Роздільна,Odessa,17593,17754,−0.91%,ukraine,"Роздільна,ukraine","Роздільна, Роздільнянська міська громада, Роздільнянський район, Одеська область, 67400-67404, Україна","(46.8546716, 30.0711363, 0.0)",46.8546716,30.0711363,0.0
Horodok,Городок,Khmelnytskyi,15835,17746,−10.77%,ukraine,"Городок,ukraine","Городок, Городоцька міська громада, Львівський район, Львівська область, 81504, Україна","(49.784596, 23.6465626, 0.0)",49.784596,23.6465626,0.0
Chervonopartyzansk[c],Вознесенівка (Voznesenivka),Luhansk,15273,17680,−13.61%,ukraine,"Вознесенівка (Voznesenivka),ukraine","Червонопартизанськ, Луганська область, 94834, Україна","(48.07617, 39.7736, 0.0)",48.07617,39.7736,0.0
Ilovaisk[a],Іловайськ,Donetsk,15447,17620,−12.33%,ukraine,"Іловайськ,ukraine","Іловайськ, Харцизька міська рада, 86793, Україна","(47.9248328, 38.1976205, 0.0)",47.9248328,38.1976205,0.0
Berezhany,Бережани,Ternopil,17316,17617,−1.71%,ukraine,"Бережани,ukraine","Бережани, Бережанська міська громада, Тернопільський район, Тернопільська область, 47505, Україна","(49.4450296, 24.938854, 0.0)",49.4450296,24.938854,0.0
Novohrodivka,Новогродівка,Donetsk,14300,17473,−18.16%,ukraine,"Новогродівка,ukraine","Новогродівка, Новогродівська міська громада, Покровський район, Донецька область, 85483-85484, Україна","(48.1997174, 37.3399704, 0.0)",48.1997174,37.3399704,0.0
Vuhledar,Вугледар,Donetsk,14432,17440,−17.25%,ukraine,"Вугледар,ukraine","Вугледар, Вугледарська міська громада, Волноваський район, Донецька область, 85670-85671, Україна","(47.7805058, 37.2484374, 0.0)",47.7805058,37.2484374,0.0
Berezan,Березань,Kyiv,16202,17367,−6.71%,ukraine,"Березань,ukraine","Березань, Березанська міська громада, Броварський район, Київська область, 07540-07543, Україна","(50.3132713, 31.4689158, 0.0)",50.3132713,31.4689158,0.0
Putyvl,Путивль,Sumy,15100,17354,−12.99%,ukraine,"Путивль,ukraine","Путивль, Путивльська міська громада, Конотопський район, Сумська область, 41500-41505, Україна","(51.3359821, 33.8715451, 0.0)",51.3359821,33.8715451,0.0
Bolhrad,Болград,Odessa,15479,17353,−10.80%,ukraine,"Болград,ukraine","Болград, Болградська міська громада, Болградський район, Одеська область, 68700-68706, Україна","(45.6776425, 28.6134129, 0.0)",45.6776425,28.6134129,0.0
Bar,Бар,Vinnytsia,15563,17284,−9.96%,ukraine,"Бар,ukraine","Бар, Барська міська громада, Жмеринський район, Вінницька область, 23000-23005, Україна","(49.0778949, 27.6814809, 0.0)",49.0778949,27.6814809,0.0
Svaliava,Свалява,Zakarpattia,17124,17145,−0.12%,ukraine,"Свалява,ukraine","Свалява, Свалявська міська громада, Мукачівський район, Закарпатська область, 89300, Україна","(48.5460735, 22.9895489, 0.0)",48.5460735,22.9895489,0.0
Bohuslav,Богуслав,Kyiv,15975,17135,−6.77%,ukraine,"Богуслав,ukraine","Богуслав, Богуславська міська громада, Обухівський район, Київська область, 09700, Україна","(49.54765, 30.8733, 0.0)",49.54765,30.8733,0.0
Huliaipole,Гуляйполе,Zaporizhzhia,13070,17077,−23.46%,ukraine,"Гуляйполе,ukraine","Гуляйполе, Гуляйпільська міська громада, Пологівський район, Запорізька область, 70200-70205, Україна","(47.6655382, 36.2656849, 0.0)",47.6655382,36.2656849,0.0
Zmiiv,Зміїв,Kharkiv,14071,17063,−17.54%,ukraine,"Зміїв,ukraine","Зміїв, Зміївська міська громада, Чугуївський район, Харківська область, Україна","(49.6815177, 36.354776, 0.0)",49.6815177,36.354776,0.0
Ovruch,Овруч,Zhytomyr,15332,17031,−9.98%,ukraine,"Овруч,ukraine","Овруч, Овруцька міська громада, Коростенський район, Житомирська область, Україна","(51.3259771, 28.8026718, 0.0)",51.3259771,28.8026718,0.0
Verkhnodniprovsk,Верхньодніпровськ,Dnipropetrovsk,15749,16976,−7.23%,ukraine,"Верхньодніпровськ,ukraine","Верхньодніпровськ, Верхньодніпровська міська громада, Кам'янський район, Дніпропетровська область, 51600, Україна","(48.6541915, 34.3347779, 0.0)",48.6541915,34.3347779,0.0
Ochakiv,Очаків,Mykolaiv,13927,16929,−17.73%,ukraine,"Очаків,ukraine","Очаків, Очаківська міська громада, Миколаївський район, Миколаївська область, 57500, Україна","(46.6145957, 31.5452994, 0.0)",46.6145957,31.5452994,0.0
Krasnohorivka,Красногорівка,Donetsk,14917,16714,−10.75%,ukraine,"Красногорівка,ukraine","Красногорівка, Мар'їнська міська громада, Покровський район, Донецька область, 85630-85634, Україна","(48.01068, 37.50449, 0.0)",48.01068,37.50449,0.0
Kivertsi,Ківерці,Volyn,13917,16678,−16.55%,ukraine,"Ківерці,ukraine","Ківерці, Ківерцівська міська громада, Луцький район, Волинська область, 45200-45204, Україна","(50.8333448, 25.4648622, 0.0)",50.8333448,25.4648622,0.0
Pyriatyn,Пирятин,Poltava,15111,16664,−9.32%,ukraine,"Пирятин,ukraine","Пирятин, Пирятинська міська громада, Лубенський район, Полтавська область, 37000-37004, Україна","(50.2361111, 32.5011111, 0.0)",50.2361111,32.5011111,0.0
Mykolaivka,Миколаївка,Donetsk,14444,16620,−13.09%,ukraine,"Миколаївка,ukraine","Миколаївка, Миколаївська міська громада, Краматорський район, Україна","(48.8610868, 37.7619191, 0.0)",48.8610868,37.7619191,0.0
Chasiv Yar,Часів Яр,Donetsk,12557,16612,−24.41%,ukraine,"Часів Яр,ukraine","Часів Яр, Часовоярська міська громада, Бахмутський район, 84551-84556, Україна","(48.5873911, 37.8373367, 0.0)",48.5873911,37.8373367,0.0
