name,latitude,longitude,inf_type
Kerch Airport,45.372501373291016,36.40140151977539,small_airport
Kharkiv North Airport,50.025002,36.268902,small_airport
Kirovograd Airport,48.54280090332031,32.28499984741211,small_airport
Kanatove Air Base,48.561364587499995,32.3872071505,small_airport
Kobelyachok Airstrip,49.0522143,33.7993478,small_airport
Konotop Air Base,51.25,33.1500015259,small_airport
Korostelivka Airstrip,50.557511,28.781421,small_airport
Kramatorsk Airport,48.706799,37.630922,small_airport
Chervonobirka Airstrip,50.588009,29.264402,small_airport
Risovoye Airfield,45.995499,33.681017,small_airport
Kakhnovka Airfield,49.136799,33.477893,small_airport
Kremydivka Airfield,46.758049,30.792846,small_airport
Chervonoarmiis'ke Airstrip,45.791888,28.72434,small_airport
Lanivtsi Airstrip,49.84537,26.116193,small_airport
Lazume Airfield,46.0838,32.5075,small_airport
Lidavo Airstrip,50.4681472,26.2177308,small_airport
Lokhvitsya Airfield,50.346,33.296,small_airport
Luhansk Aviation Sports Club Airfield,48.50259,39.150295,small_airport
Lutsk Airport,50.678404,25.487165,small_airport
Lutsk Air Base,50.788683025299996,25.3482913971,small_airport
Lymanske Airfield,46.668998,30.011105,small_airport
Malyn Airstrip,50.786675,29.246711,small_airport
Mayske Airfield,48.491944,35.625933,small_airport
Mospyne Airfield,47.841620693900005,38.100843429600005,small_airport
Kulbakyne Air Base,46.936433,32.098618,small_airport
Myrhorod Air Base,49.932,33.641,small_airport
Liman Airfield,46.57851,30.703053,small_airport
Nalyvaikivka Airfield,50.479167,29.735833,small_airport
Nova Vasylivka Airstrip,50.3228953,28.3612108,small_airport
Novopavlivka Airstrip,48.13629,36.73524,small_airport
Orekhovo Airfield,48.20211,35.021351,small_airport
Koktebel Gliding Center,45.020896,35.206845,small_airport
Ovruch Air Base,51.271366119384766,28.720836639404297,small_airport
Pohrebyshche,49.4943236,29.2417992,small_airport
Poltava Air Base,49.627,34.487,small_airport
Korsak Airport,46.7513,35.6342,small_airport
Pryluki Air Base,50.56669998168945,32.31669998168945,small_airport
Prymors'k Airport,46.7441,36.32766,small_airport
Pryvillia Airfield,46.1497,33.4064,small_airport
Romashky Airstrip,49.7354043,30.5536534,small_airport
Sevastopol Kozachya Bay Aerodrome / Khersones Air Base,44.578466,33.395462,small_airport
Shevchenkove Airstrip,50.876703,29.071036,small_airport
Shyroke Airport,46.94635,34.91222,small_airport
Sievierodonetsk Airport,48.900926,38.54279,small_airport
Skadovsk Airfield,46.131888,32.902506,small_airport
Smodna Airfield,48.306675,25.14064,small_airport
Sydorenkove Airport,49.711725,35.385783,small_airport
Shiroke Airfield,47.9188730788,34.9574661255,small_airport
Rafalivka Helicopter Base,51.360218,25.9194958,heliport
Partenit Heliport,44.586,34.3396,heliport
Profug Heliport,44.6511,34.3995,heliport
Bilohorodka Heliport,50.424592,30.272464,heliport
Hydropark Heliport,50.458134,30.568124,heliport
Mariinsky Park Heliport,50.449147,30.541149,heliport
Lysychansk Heliport,48.9323,38.4097,heliport
Mamalyha Heliport,48.2477,26.58473,heliport
Mezhigyrya Heliport,50.621493,30.460464,heliport
Oleksandriya Air Base,48.68000030517578,33.18000030517578,heliport
Reni Heliport,45.42554,28.29038,heliport
Frumushyka Heliport,46.29598,29.41779,heliport
Sevastopol Naval Institute Helipad,44.61029815673828,33.47949981689453,heliport
Kruglaya Bukhta Heliport,44.6014149349,33.4506440163,heliport
Demetrynskaya Street Helipad,44.5097,33.6069,heliport
Orlinovsky Helipad,44.4207,33.6741,heliport
Trakhtemyriv Heliport,49.984294,31.339095,heliport
Respect Hall Helipad,44.432273,34.081035,heliport
Mriya Resort Helipad,44.3977,33.94168,heliport
Internal Affairs Ministry Dacha Helipad,44.40043,33.92258,heliport
GK Tavriya Resort Seaside Helipad,44.4043,33.8779,heliport
GK Tavriya Resort Heliport,44.40605,33.88245,heliport
Naberezhnaya Helipad,44.39893,33.9192,heliport
Oreanda Heliport,44.4513,34.1293,heliport
Pension Wisteria Helipad,44.461824,34.145346,heliport
Massandra Palace Heliport,44.5145,34.2039,heliport
Artek Heliport,44.56059,34.307563,heliport
